지점,지점명,일시,기온(°C),기온 QC플래그,일조(hr),일조 QC플래그,일사(MJ/m2),일사 QC플래그,전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),지면온도(°C),지면온도 QC플래그,5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
259,강진군,2021-12-13 20:00,1.2,,,9,,9,0,0,,,2.6,,5.8,7,8.8,9.8
259,강진군,2021-12-13 21:00,0.9,,,9,,9,0,0,,,2.2,,5.4,6.7,8.8,9.6
259,강진군,2021-12-13 22:00,0.5,,,9,,9,0,0,,,2,,5,6.5,8.7,9.7
259,강진군,2021-12-13 23:00,-0.2,,,9,,9,0,0,,,1.7,,4.8,6.3,8.6,9.8
259,강진군,2021-12-14 0:00,0.2,,,9,,9,0,0,,,1.5,,4.5,6.1,8.5,9.5
259,강진군,2021-12-14 1:00,-1.7,,,9,,9,0,0,,,1.3,,4.3,5.9,8.4,9.6
259,강진군,2021-12-14 2:00,-3,,,9,,9,0,0,,,1.1,,4,5.7,8.3,9.5
259,강진군,2021-12-14 3:00,-3.3,,,9,,9,0,0,,,0.9,,3.8,5.5,8.2,9.5
259,강진군,2021-12-14 4:00,-3.6,,,9,,9,0,0,,,0.8,,3.7,5.3,8,9.4
259,강진군,2021-12-14 5:00,-4.1,,,9,,9,1,0,,,0.6,,3.5,5.2,7.9,9.3
259,강진군,2021-12-14 6:00,-4.1,,,9,,9,1,1,,4,0.6,,3.4,5,7.8,9.2
259,강진군,2021-12-14 7:00,-4.6,,,9,,9,0,0,,,0.6,,3.3,4.9,7.7,9.2
259,강진군,2021-12-14 8:00,-3.7,,0,,0.03,,1,1,,4,0.8,,3.3,4.8,7.6,9.1
259,강진군,2021-12-14 9:00,-1.2,,0.6,,0.47,,8,3,,15,1.6,,3.5,4.8,7.5,9
259,강진군,2021-12-14 10:00,1.8,,0.2,,0.79,,8,3,,4,4,,4.3,4.9,7.5,8.9
259,강진군,2021-12-14 11:00,4.2,,0.1,,1,,8,8,,4,6.3,,5.3,5.3,7.4,8.7
259,강진군,2021-12-14 12:00,7,,0.3,,1.02,,7,4,,4,7,,6.2,5.9,7.3,8.7
259,강진군,2021-12-14 13:00,8.3,,0.5,,1.44,,8,6,,4,7.8,,6.9,6.3,7.4,8.7
259,강진군,2021-12-14 14:00,9.1,,0.8,,1.71,,3,2,,4,8,,7,6.8,7.6,8.6
259,강진군,2021-12-14 15:00,9.7,,0.9,,1.53,,5,5,,4,7.6,,7.9,7.2,7.7,8.6
259,강진군,2021-12-14 16:00,9.2,,1,,0.94,,3,0,,,6.8,,7.7,7.4,7.8,8.9
259,강진군,2021-12-14 17:00,8.5,,0.2,,0.31,,2,0,,,6,,7.3,7.4,8,8.6
259,강진군,2021-12-14 18:00,6.3,,0,,0.01,,4,0,,,5.1,,6.8,7.3,8.1,8.9
259,강진군,2021-12-14 19:00,3.8,,,9,,9,0,0,,,4.5,,6.3,7.1,8.1,8.9
259,강진군,2021-12-14 20:00,3.2,,,9,,9,0,0,,,4.6,,6.1,6.9,8.3,8.8
259,강진군,2021-12-14 21:00,2.9,,,9,,9,1,1,,7,4.4,,6,6.8,8.1,8.9
259,강진군,2021-12-14 22:00,2.3,,,9,,9,7,4,,8,4.1,,5.9,6.7,8.2,9.1
259,강진군,2021-12-14 23:00,2.4,,,9,,9,7,7,,9,4.2,,5.7,6.6,8.2,8.8
259,강진군,2021-12-15 0:00,1.2,,,9,,9,0,0,,,3.6,,5.6,6.5,8,9
259,강진군,2021-12-15 1:00,0.4,,,9,,9,0,0,,,3.1,,5.2,6.4,8,8.9
259,강진군,2021-12-15 2:00,-0.3,,,9,,9,0,0,,,2.9,,5,6.2,7.9,9.1
259,강진군,2021-12-15 3:00,-0.7,,,9,,9,0,0,,,2.6,,4.8,6,8,9
259,강진군,2021-12-15 4:00,0.3,,,9,,9,10,8,,3,3.4,,4.8,5.9,7.9,8.8
259,강진군,2021-12-15 5:00,1.7,,,9,,9,9,9,,4,3.8,,5,6,7.8,9
259,강진군,2021-12-15 6:00,0.4,,,9,,9,4,1,,,3,,4.9,6,7.7,8.8
259,강진군,2021-12-15 7:00,-0.1,,,9,,9,10,0,,,2.8,,4.8,5.9,7.6,8.8
259,강진군,2021-12-15 8:00,0.7,,0,,0.02,,9,3,,7,3.2,,4.6,5.8,7.8,8.8
259,강진군,2021-12-15 9:00,2.9,,0.5,,0.37,,7,3,,3,4.5,,4.9,5.8,7.7,8.7
259,강진군,2021-12-15 10:00,4,,0,,0.31,,10,9,,2,5.7,,5.5,6,7.7,8.6
259,강진군,2021-12-15 11:00,7.3,,0.1,,0.8,,9,8,,3,7.8,,6.5,6.4,7.6,8.7
259,강진군,2021-12-15 12:00,11.3,,0.6,,1.49,,9,3,,4,9,,8,6.9,7.6,8.7
259,강진군,2021-12-15 13:00,12.3,,0.4,,1.2,,9,6,,3,10.3,,8.4,7.4,7.7,8.5
259,강진군,2021-12-15 14:00,13.3,,0.2,,1.15,,8,7,,3,10.9,,9.1,7.9,7.8,8.7
259,강진군,2021-12-15 15:00,14.2,,0.6,,1.08,,4,2,,4,10,,9.4,8.4,8,8.6
259,강진군,2021-12-15 16:00,13.7,,1,,0.87,,0,0,,,9.2,,9.5,8.6,8.2,8.7
259,강진군,2021-12-15 17:00,12.7,,0.3,,0.31,,2,0,,,8.3,,9.1,8.7,8.4,8.9
259,강진군,2021-12-15 18:00,8.8,,0,,0.01,,0,0,,,7,,8.2,8.6,8.5,8.9
259,강진군,2021-12-15 19:00,7,,,9,,9,0,0,,,6.4,,7.7,8.3,8.6,9.1
259,강진군,2021-12-15 20:00,5.7,,,9,,9,2,0,,,5.8,,7.3,8.1,8.6,9.1
259,강진군,2021-12-15 21:00,4.7,,,9,,9,4,0,,,5.4,,6.9,7.8,8.7,9.1
259,강진군,2021-12-15 22:00,3.9,,,9,,9,8,0,,,5,,6.5,7.6,8.6,9.1
259,강진군,2021-12-15 23:00,3.3,,,9,,9,5,0,,,4.7,,6.4,7.4,8.6,9.3
259,강진군,2021-12-16 0:00,2.8,,,9,,9,5,0,,,4.6,,6.2,7.2,8.6,9.2
259,강진군,2021-12-16 1:00,3.2,,,9,,9,9,0,,,4.7,,6.1,7.1,8.5,9.3
259,강진군,2021-12-16 2:00,3.1,,,9,,9,10,1,,14,4.8,,6.1,7,8.4,9.3
259,강진군,2021-12-16 3:00,3.8,,,9,,9,10,1,,9,5.2,,6.3,7,8.4,9.2
259,강진군,2021-12-16 4:00,4.4,,,9,,9,10,6,,8,5.4,,6.2,7.1,8.4,8.9
259,강진군,2021-12-16 5:00,4.7,,,9,,9,10,6,,5,5.6,,6.4,7.1,8.3,9.3
259,강진군,2021-12-16 6:00,5.1,,,9,,9,10,1,,,5.4,,6.2,7.2,8.3,9.2
259,강진군,2021-12-16 7:00,5.2,,,9,,9,10,2,,5,5.4,,6.2,7.2,8.3,9.2
259,강진군,2021-12-16 8:00,5.6,,0,,0,,3,2,,7,5.6,,6.2,7.3,8.4,9.1
259,강진군,2021-12-16 9:00,6.2,,0,,0.07,,10,3,,4,6.1,,6.4,7.4,8.3,9
259,강진군,2021-12-16 10:00,7.1,,0,,0.22,,10,7,,5,6.8,,6.8,7.5,8.4,9
259,강진군,2021-12-16 11:00,8,,0,,0.34,,10,1,,39,7.7,,7.1,7.7,8.4,9.1
259,강진군,2021-12-16 12:00,9.2,,0,,0.6,,,9,,5,8.8,,7.7,8,8.3,9
259,강진군,2021-12-16 13:00,9.4,,0,,0.3,,9,7,,,9.1,,7.9,8.3,8.5,9.2
259,강진군,2021-12-16 14:00,10.4,,0,,0.66,,10,5,,2,9.7,,8.4,8.6,8.5,9.1
259,강진군,2021-12-16 15:00,10.9,,0.2,,0.79,,9,7,,1,10.2,,9.1,8.9,8.7,9.1
259,강진군,2021-12-16 16:00,11,,0,,0.43,,9,2,,2,9.9,,9.3,9.1,8.8,9.2
259,강진군,2021-12-16 17:00,10.4,,0,,0.17,,8,5,,2,9.1,,9,9.2,8.9,9.2
259,강진군,2021-12-16 18:00,10.2,,0,,0.01,,9,5,,2,8.5,,8.7,9.1,9,9.4
259,강진군,2021-12-16 19:00,9.8,,,9,,9,9,4,,2,8.1,,8.5,9,9.1,9.4
259,강진군,2021-12-16 20:00,8.7,,,9,,9,10,6,,13,7.5,,8.2,8.9,9.1,9.5
259,강진군,2021-12-16 21:00,8.3,,,9,,9,5,3,,14,6.8,,7.9,8.8,9.1,9.7
259,강진군,2021-12-16 22:00,8.6,,,9,,9,7,1,,14,6.3,,7.6,8.6,9.1,9.6
259,강진군,2021-12-16 23:00,8,,,9,,9,8,4,,14,6.2,,7.5,8.4,9.1,9.6
259,강진군,2021-12-17 0:00,8.6,,,9,,9,9,7,,,6.1,,7.5,8.3,9,9.6
259,강진군,2021-12-17 1:00,9,,,9,,9,10,5,,15,6.2,,7.3,8.2,9,9.6
259,강진군,2021-12-17 2:00,8.9,,,9,,9,10,6,,2,6.7,,7.6,8.2,9,9.6
259,강진군,2021-12-17 3:00,8.1,,,9,,9,10,8,,2,6.4,,7.8,8.2,9,9.6
259,강진군,2021-12-17 4:00,6.8,,,9,,9,8,4,,3,5.7,,7.5,8.1,9,9.7
259,강진군,2021-12-17 5:00,5.9,,,9,,9,9,9,,3,5.4,,7.2,7.9,8.9,9.5
259,강진군,2021-12-17 6:00,4.9,,,9,,9,9,9,,3,4.9,,7.1,7.8,8.9,9.7
259,강진군,2021-12-17 7:00,4,,,9,,9,0,0,,,4.1,,6.6,7.6,8.8,9.6
259,강진군,2021-12-17 8:00,3.6,,0,,0.01,,9,2,,4,4,,6.3,7.3,8.9,9.7
259,강진군,2021-12-17 9:00,3.4,,0.4,,0.28,,6,4,,4,4.4,,6.2,7.2,8.8,9.5
259,강진군,2021-12-17 10:00,3.2,,0.2,,0.56,,8,7,,4,4.9,,6.4,7.1,8.8,9.5
259,강진군,2021-12-17 11:00,2.9,,0.3,,0.83,,8,1,,3,5.3,,6.6,7.2,8.6,9.5
259,강진군,2021-12-17 12:00,2.5,,0.3,,1.05,,9,5,,3,5.5,,6.7,7.2,8.5,9.5
259,강진군,2021-12-17 13:00,1.3,,0.3,,1.2,,9,3,,2,5.9,,6.8,7.2,8.5,9.4
259,강진군,2021-12-17 14:00,1.4,,0.2,,1.04,,10,5,,2,6,,6.9,7.3,8.5,9.5
259,강진군,2021-12-17 15:00,0.4,,0.1,,0.61,,10,3,,1,4.9,,6.2,7.2,8.5,9.3
259,강진군,2021-12-17 16:00,0,,0,,0.28,,10,3,,2,4.5,,5.8,7.1,8.5,9.5
259,강진군,2021-12-17 17:00,-0.2,,0,,0.1,,8,1,,2,3.5,,5.7,7,8.5,9.5
259,강진군,2021-12-17 18:00,-0.4,,0,,0.02,,10,4,,3,3.6,,5.5,6.7,8.4,9.4
259,강진군,2021-12-17 19:00,-0.6,,,9,,9,10,5,,,3.1,,5.3,6.6,8.5,9.2
259,강진군,2021-12-17 20:00,-1.4,,,9,,9,8,2,,,2.9,,5.1,6.4,8.2,9.3
259,강진군,2021-12-17 21:00,-1.1,,,9,,9,10,0,,,3.1,,5.1,6.3,8.3,9.3
259,강진군,2021-12-17 22:00,-1.9,,,9,,9,10,1,,,3.2,,5,6.2,8.2,9.2
259,강진군,2021-12-17 23:00,-2.5,,,9,,9,10,10,,,2.9,,5,6.1,8.1,9.1
259,강진군,2021-12-18 0:00,-3.6,,,9,,9,1,1,,,2.4,,4.8,6.1,8,9
259,강진군,2021-12-18 1:00,-4.2,,,9,,9,2,2,,,2.1,,4.5,6,8,9
259,강진군,2021-12-18 2:00,-4.3,,,9,,9,0,0,,,2,,4.3,5.8,7.9,9.1
259,강진군,2021-12-18 3:00,-4.4,,,9,,9,0,0,,,1.8,,4,5.7,7.8,9
259,강진군,2021-12-18 4:00,-5,,,9,,9,0,0,,,1.7,,3.9,5.5,7.7,8.8
259,강진군,2021-12-18 5:00,-5.8,,,9,,9,0,0,,,1.7,,3.9,5.4,7.6,8.9
259,강진군,2021-12-18 6:00,-5.6,,,9,,9,0,0,,,1.4,,3.6,5.3,7.6,8.7
259,강진군,2021-12-18 7:00,-6.8,,,9,,9,0,0,,,1.2,,3.4,5.2,7.5,8.6
259,강진군,2021-12-18 8:00,-7.2,,0,,0.01,,1,1,,,1.2,,3.2,5,7.4,8.7
259,강진군,2021-12-18 9:00,-3.8,,0.8,,0.46,,0,0,,,1.5,,3.2,4.9,7.4,8.6
259,강진군,2021-12-18 10:00,-1.4,,1,,1.11,,0,0,,,1.9,,3.3,4.9,7.2,8.5
259,강진군,2021-12-18 11:00,-0.4,,1,,1.6,,0,0,,,2.7,,3.7,5,7.2,8.4
259,강진군,2021-12-18 12:00,0.6,,1,,1.94,,0,0,,,3.1,,4.7,5.3,7.2,8.5
259,강진군,2021-12-18 13:00,1.1,,0.8,,1.71,,6,1,,5,3.5,,4.7,5.5,7.1,8.5
259,강진군,2021-12-18 14:00,2.1,,1,,1.93,,7,0,,,4.4,,5.1,5.6,7.1,8.3
259,강진군,2021-12-18 15:00,2.7,,0.8,,1.35,,6,4,,5,4.7,,6.2,6,7.2,8.3
259,강진군,2021-12-18 16:00,3,,0.8,,1,,6,3,,5,4.3,,5.9,6.1,7.3,8.2
259,강진군,2021-12-18 17:00,2,,0.1,,0.25,,7,5,,5,4.1,,5.6,6.1,7.4,8.4
259,강진군,2021-12-18 18:00,1.5,,0,,0.02,,9,9,,5,4.2,,5.3,6,7.4,8.4
259,강진군,2021-12-18 19:00,0.6,,,9,,9,9,9,,5,3.8,,5.2,5.9,7.5,8.3
259,강진군,2021-12-18 20:00,0.6,,,9,,9,10,4,,5,3.8,,5.2,5.9,7.4,8.4
259,강진군,2021-12-18 21:00,0.5,,,9,,9,10,6,,4,3.9,,5,5.9,7.5,8.3
259,강진군,2021-12-18 22:00,-0.4,,,9,,9,3,1,,6,3.3,,4.9,5.8,7.4,8.4
259,강진군,2021-12-18 23:00,0.6,,,9,,9,10,6,,4,3.6,,4.9,5.7,7.4,8.4
259,강진군,2021-12-19 0:00,0.1,,,9,,9,10,5,,4,3.3,,4.7,5.7,7.3,8.4
259,강진군,2021-12-19 1:00,-0.1,,,9,,9,9,4,,3,3.4,,4.7,5.6,7.4,8.2
259,강진군,2021-12-19 2:00,0.3,,,9,,9,9,1,,2,3.2,,4.6,5.6,7.3,8.4
259,강진군,2021-12-19 3:00,1.4,,,9,,9,9,2,,3,3.3,,4.6,5.7,7.2,8.3
259,강진군,2021-12-19 4:00,4.8,,,9,,9,9,2,,3,3.3,,4.4,5.7,7.3,8.2
259,강진군,2021-12-19 5:00,5.7,,,9,,9,9,3,,4,3.3,,4.7,5.7,7.2,8.3
259,강진군,2021-12-19 6:00,5,,,9,,9,0,0,,,3.1,,4.7,5.7,7.3,8.3
259,강진군,2021-12-19 7:00,4.9,,,9,,9,1,1,,4,3.2,,4.8,5.6,7.2,8.4
259,강진군,2021-12-19 8:00,4.6,,0,,0.02,,1,1,,3,3.2,,4.7,5.5,7.3,8.2
259,강진군,2021-12-19 9:00,4.4,,0.1,,0.24,,8,5,,4,3.5,,4.9,5.6,7.2,8.2
259,강진군,2021-12-19 10:00,6.2,,1,,0.95,,3,1,,3,4.5,,5.4,5.7,7.1,8.2
259,강진군,2021-12-19 11:00,6.4,,0.6,,1.18,,7,4,,3,5.8,,6,6,7.2,8.1
259,강진군,2021-12-19 12:00,6.4,,0.1,,0.83,,8,8,,4,6.1,,6.6,6.3,7.2,8.2
259,강진군,2021-12-19 13:00,6.9,,0.2,,1.12,,8,8,,4,6.9,,6.9,6.6,7.3,8.3
259,강진군,2021-12-19 14:00,7.3,,0.2,,1.03,,8,8,,4,7.4,,7.1,6.9,7.4,8.2
259,강진군,2021-12-19 15:00,6.5,,0.1,,0.59,,7,7,,4,6.5,,7.1,7.1,7.5,8.2
259,강진군,2021-12-19 16:00,6.6,,0.4,,0.55,,5,2,,5,5.7,,7,7.1,7.5,8.3
259,강진군,2021-12-19 17:00,6.3,,0.2,,0.21,,1,0,,,5,,6.5,6.9,7.7,8.3
259,강진군,2021-12-19 18:00,2.9,,0,,0.02,,0,0,,,4.3,,5.9,6.8,7.8,8.3
259,강진군,2021-12-19 19:00,0.9,,,9,,9,0,0,,,3.6,,5.3,6.5,7.7,8.4
259,강진군,2021-12-19 20:00,0,,,9,,9,0,0,,,3.1,,5,6.3,7.7,8.3
259,강진군,2021-12-19 21:00,-0.6,,,9,,9,0,0,,,2.8,,4.8,6,7.5,8.7
259,강진군,2021-12-19 22:00,-1.5,,,9,,9,0,0,,,2.4,,4.4,5.8,7.5,8.5
259,강진군,2021-12-19 23:00,-2,,,9,,9,0,0,,,2.1,,4.1,5.6,7.5,8.3
259,강진군,2021-12-20 0:00,-2.1,,,9,,9,5,0,,,1.9,,4,5.4,7.4,8.4
259,강진군,2021-12-20 1:00,-2.7,,,9,,9,0,0,,,1.8,,3.7,5.2,7.4,8.3
259,강진군,2021-12-20 2:00,-2.2,,,9,,9,2,2,,5,2,,3.7,5,7.3,8.3
259,강진군,2021-12-20 3:00,-2.3,,,9,,9,5,5,,5,1.8,,3.8,4.9,7.1,8.3
259,강진군,2021-12-20 4:00,-1.7,,,9,,9,7,6,,4,2.1,,3.7,4.9,7,8.2
259,강진군,2021-12-20 5:00,-1.8,,,9,,9,2,2,,5,2,,3.7,4.9,6.9,8.2
259,강진군,2021-12-20 6:00,-2.2,,,9,,9,1,1,,5,1.9,,3.7,4.8,6.9,8.2
259,강진군,2021-12-20 7:00,-1.9,,,9,,9,0,0,,,1.8,,3.6,4.8,6.9,8
259,강진군,2021-12-20 8:00,-2.2,,0,,0.01,,1,1,,,1.7,,3.5,4.7,6.8,8.1
259,강진군,2021-12-20 9:00,-0.3,,0.1,,0.27,,0,0,,,2.5,,3.6,4.7,6.8,7.9
259,강진군,2021-12-20 10:00,3.2,,0.8,,0.92,,4,3,,5,3.7,,4.2,4.8,6.7,7.9
259,강진군,2021-12-20 11:00,6.6,,1,,1.36,,3,1,,20,5.6,,5.4,5.3,6.7,7.7
259,강진군,2021-12-20 12:00,9,,0.8,,1.39,,3,1,,5,6.7,,6.4,5.8,6.7,7.8
259,강진군,2021-12-20 13:00,12.9,,0.4,,1.24,,6,2,,5,8.2,,7.1,6.2,6.8,7.8
259,강진군,2021-12-20 14:00,13,,0.8,,1.63,,7,7,,5,8.7,,7.8,6.7,6.9,7.7
259,강진군,2021-12-20 15:00,12.5,,0.3,,0.68,,6,2,,,7.9,,7.8,7.1,7.1,7.8
259,강진군,2021-12-20 16:00,12.5,,0.7,,0.83,,3,3,,5,7.7,,8,7.4,7.2,7.9
259,강진군,2021-12-20 17:00,11.6,,0.1,,0.24,,1,0,,,7,,7.7,7.4,7.4,8
259,강진군,2021-12-20 18:00,7.5,,0,,0.01,,0,0,,,5.9,,7.1,7.3,7.5,8
259,강진군,2021-12-20 19:00,5.2,,,9,,9,0,0,,,5.2,,6.4,7.1,7.5,8.3
259,강진군,2021-12-20 20:00,4.1,,,9,,9,0,0,,,4.7,,6.1,6.9,7.6,8.2
259,강진군,2021-12-20 21:00,3.3,,,9,,9,0,0,,,4.3,,5.7,6.6,7.6,8.3
259,강진군,2021-12-20 22:00,2.1,,,9,,9,0,0,,,3.9,,5.3,6.4,7.6,8.2
259,강진군,2021-12-20 23:00,1.8,,,9,,9,5,0,,,3.7,,5.2,6.2,7.5,8.2
259,강진군,2021-12-21 0:00,1.1,,,9,,9,0,0,,,3.4,,4.9,6.1,7.5,8.3
259,강진군,2021-12-21 1:00,0.7,,,9,,9,0,0,,,3.1,,4.7,5.9,7.4,8.3
259,강진군,2021-12-21 2:00,0,,,9,,9,0,0,,,2.9,,4.5,5.8,7.4,8.1
259,강진군,2021-12-21 3:00,0,,,9,,9,0,0,,,2.7,,4.3,5.6,7.3,8.3
259,강진군,2021-12-21 4:00,-0.4,,,9,,9,0,0,,,2.5,,4.1,5.5,7.2,8.2
259,강진군,2021-12-21 5:00,-0.7,,,9,,9,0,0,,,2.3,,4.1,5.4,7.2,8.2
259,강진군,2021-12-21 6:00,-0.8,,,9,,9,0,0,,,2.2,,4,5.2,7.1,8
259,강진군,2021-12-21 7:00,-0.9,,,9,,9,0,0,,,2.1,,3.9,5.1,7,8.2
259,강진군,2021-12-21 8:00,-1,,0,,0,,0,0,,,2,,3.9,5,7,8
259,강진군,2021-12-21 9:00,0.9,,0.3,,0.21,,0,0,,,2.5,,3.8,5,6.9,8
259,강진군,2021-12-21 10:00,4.7,,1,,0.71,,0,0,,,3.7,,4.3,5.1,6.9,7.8
259,강진군,2021-12-21 11:00,8.5,,1,,1.23,,0,0,,,6,,5.8,5.5,6.8,7.9
259,강진군,2021-12-21 12:00,13.6,,1,,1.73,,3,0,,,7.7,,7.3,6.1,6.8,7.8
259,강진군,2021-12-21 13:00,14.2,,1,,1.84,,3,1,,3,8.8,,7.8,6.6,6.8,7.8
259,강진군,2021-12-21 14:00,14.1,,1,,1.55,,3,0,,,9,,8.2,7.1,7,7.8
259,강진군,2021-12-21 15:00,13.7,,1,,1.32,,1,0,,,8.7,,8.8,7.5,7.1,8
259,강진군,2021-12-21 16:00,13.3,,1,,0.88,,0,0,,,8.2,,8.6,7.7,7.4,7.9
259,강진군,2021-12-21 17:00,12,,0.2,,0.31,,,0,,,7.6,,8.2,7.8,7.5,8
259,강진군,2021-12-21 18:00,10.2,,0,,0.01,,0,0,,,7,,7.6,7.7,7.7,8.2
259,강진군,2021-12-21 19:00,9.2,,,9,,9,,0,,,6.2,,7.2,7.6,7.8,8.1
259,강진군,2021-12-21 20:00,6.1,,,9,,9,0,0,,,5.4,,6.7,7.4,7.8,8.2
259,강진군,2021-12-21 21:00,4.7,,,9,,9,0,0,,,4.9,,6.4,7.1,7.7,8.4
259,강진군,2021-12-21 22:00,3.6,,,9,,9,0,0,,,4.5,,5.9,7,7.8,8.4
259,강진군,2021-12-21 23:00,3.4,,,9,,9,0,0,,,4.1,,5.6,6.7,7.8,8.3
259,강진군,2021-12-22 0:00,4,,,9,,9,0,0,,,3.8,,5.3,6.5,7.8,8.3
259,강진군,2021-12-22 1:00,2.3,,,9,,9,0,0,,,3.5,,5.1,6.3,7.8,8.3
259,강진군,2021-12-22 2:00,1.9,,,9,,9,1,0,,,3.2,,4.8,6.1,7.7,8.2
259,강진군,2021-12-22 3:00,1.4,,,9,,9,0,0,,,2.8,,4.7,5.9,7.6,8.3
259,강진군,2021-12-22 4:00,0.2,,,9,,9,0,0,,,2.6,,4.5,5.7,7.5,8.6
259,강진군,2021-12-22 5:00,-0.9,,,9,,9,0,0,,,2.2,,4.2,5.6,7.3,8.4
259,강진군,2021-12-22 6:00,-1.5,,,9,,9,0,0,,,1.9,,4,5.4,7.4,8.3
259,강진군,2021-12-22 7:00,-1.9,,,9,,9,0,0,,,1.6,,3.8,5.2,7.2,8.3
259,강진군,2021-12-22 8:00,-2,,0,,0.01,,0,0,,,1.5,,3.6,5,7.1,8.3
259,강진군,2021-12-22 9:00,0.9,,0.7,,0.28,,0,0,,,1.9,,3.6,4.9,7,8.1
259,강진군,2021-12-22 10:00,5.3,,1,,0.89,,0,0,,,3,,4.1,5,6.9,8
259,강진군,2021-12-22 11:00,9.1,,1,,1.52,,0,0,,,5.5,,5.7,5.4,6.9,8
259,강진군,2021-12-22 12:00,12.2,,1,,1.87,,0,0,,,6.7,,7.1,6,6.9,7.9
259,강진군,2021-12-22 13:00,13.3,,1,,2.03,,0,0,,,7.3,,7.2,6.3,6.9,7.8
259,강진군,2021-12-22 14:00,13.8,,1,,1.96,,0,0,,,7.5,,7.3,6.6,7,7.8
259,강진군,2021-12-22 15:00,12.9,,1,,1.62,,0,0,,,7.2,,8.5,7.1,7.1,7.9
259,강진군,2021-12-22 16:00,12.6,,1,,1.07,,0,0,,,6.9,,8.1,7.3,7.3,7.9
259,강진군,2021-12-22 17:00,11.3,,0.4,,0.32,,0,0,,,6.2,,7.5,7.3,7.3,8.1
259,강진군,2021-12-22 18:00,8.3,,0,,0.02,,0,0,,,5.3,,6.7,7.2,7.5,8.1
259,강진군,2021-12-22 19:00,5.6,,,9,,9,0,0,,,4.6,,6.1,6.9,7.6,8.2
259,강진군,2021-12-22 20:00,4.7,,,9,,9,0,0,,,4.1,,5.7,6.7,7.6,8.2
259,강진군,2021-12-22 21:00,2.7,,,9,,9,0,0,,,3.6,,5.3,6.4,7.5,8.3
259,강진군,2021-12-22 22:00,2.1,,,9,,9,0,0,,,3.2,,4.9,6.2,7.6,8.2
259,강진군,2021-12-22 23:00,0.2,,,9,,9,0,0,,,2.8,,4.6,6,7.5,8.2
259,강진군,2021-12-23 0:00,-0.4,,,9,,9,0,0,,,2.5,,4.3,5.7,7.4,8.2
259,강진군,2021-12-23 1:00,-0.7,,,9,,9,0,0,,,2.1,,4.2,5.5,7.4,8.2
259,강진군,2021-12-23 2:00,-1.3,,,9,,9,0,0,,,1.9,,3.8,5.4,7.3,8
259,강진군,2021-12-23 3:00,-2.2,,,9,,9,0,0,,,1.7,,3.6,5.1,7.1,8.1
259,강진군,2021-12-23 4:00,-2.5,,,9,,9,0,0,,,1.4,,3.5,4.9,7.1,8.1
259,강진군,2021-12-23 5:00,-2.9,,,9,,9,0,0,,,1.3,,3.2,4.7,7.1,8
259,강진군,2021-12-23 6:00,-3,,,9,,9,0,0,,,1.1,,3,4.6,6.9,7.9
259,강진군,2021-12-23 7:00,-3.4,,,9,,9,0,0,,,0.9,,2.9,4.4,6.8,7.9
259,강진군,2021-12-23 8:00,-3.5,,0,,0.01,,0,0,,,0.9,,2.8,4.3,6.7,7.8
259,강진군,2021-12-23 9:00,-0.2,,0.7,,0.38,,0,0,,,1.3,,3,4.2,6.6,7.8
259,강진군,2021-12-23 10:00,3.6,,1,,1.01,,0,0,,,2.2,,3.5,4.3,6.4,7.9
259,강진군,2021-12-23 11:00,8.6,,1,,1.46,,0,0,,,4.3,,4.9,4.7,6.4,7.5
259,강진군,2021-12-23 12:00,11.9,,1,,1.87,,0,0,,,5.9,,6.5,5.3,6.4,7.5
259,강진군,2021-12-23 13:00,13.1,,1,,2.01,,0,0,,,6.6,,6.6,5.7,6.5,7.6
259,강진군,2021-12-23 14:00,13.8,,1,,1.93,,0,0,,,6.8,,6.7,6,6.6,7.5
259,강진군,2021-12-23 15:00,14.4,,1,,1.6,,0,0,,,7,,8,6.5,6.6,7.6
259,강진군,2021-12-23 16:00,13.7,,1,,1.05,,0,0,,,6.7,,7.9,6.8,6.8,7.5
259,강진군,2021-12-23 17:00,11.3,,0.4,,0.33,,0,0,,,6,,7.3,6.9,6.9,7.5
259,강진군,2021-12-23 18:00,8.6,,0,,0.02,,0,0,,,5.2,,6.5,6.8,7.2,7.7
259,강진군,2021-12-23 19:00,5.4,,,9,,9,0,0,,,4.5,,6,6.6,7.3,7.8
259,강진군,2021-12-23 20:00,3.5,,,9,,9,0,0,,,3.9,,5.5,6.3,7.3,7.9
259,강진군,2021-12-23 21:00,2.2,,,9,,9,4,1,,21,3.4,,5,6.1,7.2,7.9
259,강진군,2021-12-23 22:00,1,,,9,,9,6,3,,49,3,,4.7,5.9,7.2,7.9
259,강진군,2021-12-23 23:00,-0.1,,,9,,9,0,0,,,2.7,,4.4,5.7,7.1,8
259,강진군,2021-12-24 0:00,-0.6,,,9,,9,0,0,,,2.4,,4.2,5.5,7,8
259,강진군,2021-12-24 1:00,-1.3,,,9,,9,7,0,,,2.1,,3.9,5.3,7,7.9
259,강진군,2021-12-24 2:00,-1.5,,,9,,9,0,0,,,1.8,,3.8,5.1,6.9,7.9
259,강진군,2021-12-24 3:00,-2,,,9,,9,0,0,,,1.7,,3.5,4.9,7,8
