지점,지점명,일시,기온(°C),기온 QC플래그,일조(hr),일조 QC플래그,일사(MJ/m2),일사 QC플래그,전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),지면온도(°C),지면온도 QC플래그,5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
259,강진군,2021-10-01 0:00,19.9,,,9,,9,7,4,,,21.7,,23.2,23.8,24.5,24.6
259,강진군,2021-10-01 1:00,20,,,9,,9,6,4,,,21.9,,23.1,23.6,24.4,24.6
259,강진군,2021-10-01 2:00,20.2,,,9,,9,7,4,,,22,,23,23.6,24.3,24.5
259,강진군,2021-10-01 3:00,19.9,,,9,,9,7,4,,,22,,23,23.5,24.2,24.5
259,강진군,2021-10-01 4:00,19.6,,,9,,9,9,4,,,21.8,,22.9,23.5,24.1,24.4
259,강진군,2021-10-01 5:00,19.6,,,9,,9,7,4,,,21.7,,22.8,23.4,24.1,24.4
259,강진군,2021-10-01 6:00,19.1,,,9,,9,6,4,,,21.6,,22.7,23.3,24,24.4
259,강진군,2021-10-01 7:00,19.3,,0,,0.02,,7,4,,,21.6,,22.6,23.2,24,24.3
259,강진군,2021-10-01 8:00,19.7,,0,,0.2,,0,0,,,22,,22.6,23.2,23.9,24.3
259,강진군,2021-10-01 9:00,22,,0.5,,1.06,,,4,,,25.2,,22.7,23.2,23.8,24.2
259,강진군,2021-10-01 10:00,22.7,,0.5,,1.46,,8,4,,,26.4,,23.2,23.7,23.8,24.2
259,강진군,2021-10-01 11:00,24,,0.5,,1.94,,7,4,,,28.1,,23.9,24.4,23.9,24.2
259,강진군,2021-10-01 12:00,25,,1,,2.86,,2,2,,,29.9,,25.2,25.4,24,24.2
259,강진군,2021-10-01 13:00,26.5,,1,,2.89,,0,0,,,32.1,,26.4,26.5,24.2,24.2
259,강진군,2021-10-01 14:00,27.3,,1,,2.77,,0,0,,,31.4,,27.2,27.3,24.5,24.2
259,강진군,2021-10-01 15:00,28,,1,,2.37,,0,0,,,30.8,,27.9,27.9,24.8,24.3
259,강진군,2021-10-01 16:00,28.2,,1,,1.76,,0,0,,,27.2,,27.8,27.9,25,24.4
259,강진군,2021-10-01 17:00,27.3,,1,,1.06,,0,0,,,25.6,,27.2,27.4,25.1,24.5
259,강진군,2021-10-01 18:00,25.6,,0.8,,0.35,,0,0,,,24,,26.2,26.7,25.2,24.6
259,강진군,2021-10-01 19:00,23.1,,0,,0.01,,0,0,,,23.1,,25.3,25.9,25.2,24.7
259,강진군,2021-10-01 20:00,22.3,,,9,,9,0,0,,,22.4,,24.7,25.3,25.2,24.8
259,강진군,2021-10-01 21:00,20.7,,,9,,9,0,0,,,21.8,,24.1,24.8,25.1,24.8
259,강진군,2021-10-01 22:00,19.6,,,9,,9,0,0,,,21.3,,23.7,24.3,24.9,24.8
259,강진군,2021-10-01 23:00,19.1,,,9,,9,4,4,,,20.8,,23.3,23.9,24.8,24.8
259,강진군,2021-10-02 0:00,19.2,,,9,,9,0,0,,,20.5,,22.9,23.6,24.6,24.8
259,강진군,2021-10-02 1:00,19.6,,,9,,9,0,0,,,20.3,,22.7,23.3,24.5,24.7
259,강진군,2021-10-02 2:00,18.5,,,9,,9,0,0,,,19.9,,22.4,23,24.3,24.7
259,강진군,2021-10-02 3:00,17.6,,,9,,9,0,0,,,19.5,,22.1,22.7,24.2,24.6
259,강진군,2021-10-02 4:00,17.1,,,9,,9,0,0,,,19.2,,21.8,22.5,24.1,24.5
259,강진군,2021-10-02 5:00,16.7,,,9,,9,1,1,,,19.1,,21.6,22.2,23.9,24.4
259,강진군,2021-10-02 6:00,16.8,,,9,,9,8,4,,,18.8,,21.4,22,23.8,24.4
259,강진군,2021-10-02 7:00,16.8,,0,,0.02,,0,0,,,18.9,,21.2,21.8,23.6,24.3
259,강진군,2021-10-02 8:00,19.5,,0.5,,0.36,,0,0,,,20.1,,21.2,21.8,23.5,24.2
259,강진군,2021-10-02 9:00,21.7,,1,,1.04,,0,0,,,23.1,,21.5,22,23.4,24.1
259,강진군,2021-10-02 10:00,24.5,,1,,1.7,,0,0,,,27.2,,22,22.6,23.3,24
259,강진군,2021-10-02 11:00,26.3,,1,,2.38,,0,0,,,29.7,,23.3,23.8,23.4,24
259,강진군,2021-10-02 12:00,27.1,,0.8,,2.65,,0,0,,,31.4,,24.7,25.1,23.6,24
259,강진군,2021-10-02 13:00,28.1,,1,,2.85,,0,0,,,31.7,,26.2,26.2,23.9,24
259,강진군,2021-10-02 14:00,28.6,,1,,2.61,,0,0,,,30.6,,27.1,27.1,24.2,24
259,강진군,2021-10-02 15:00,28.7,,1,,2.27,,0,0,,,29.5,,27.6,27.5,24.5,24.1
259,강진군,2021-10-02 16:00,28.7,,1,,1.71,,0,0,,,26.2,,27.6,27.6,24.7,24.2
259,강진군,2021-10-02 17:00,28.3,,1,,1.01,,0,0,,,25,,27.2,27.2,24.9,24.3
259,강진군,2021-10-02 18:00,25.9,,0.8,,0.32,,0,0,,,24.1,,26.3,26.5,25,24.4
259,강진군,2021-10-02 19:00,24.9,,0,,0.01,,0,0,,,23.2,,25.4,25.9,25,24.5
259,강진군,2021-10-02 20:00,23.5,,,9,,9,0,0,,,22.6,,24.7,25.3,25,24.6
259,강진군,2021-10-02 21:00,22.3,,,9,,9,0,0,,,22.1,,24.2,24.8,24.9,24.6
259,강진군,2021-10-02 22:00,20.4,,,9,,9,6,4,,,21.5,,23.8,24.4,24.8,24.6
259,강진군,2021-10-02 23:00,19.8,,,9,,9,6,4,,,21.2,,23.4,24,24.7,24.6
259,강진군,2021-10-03 0:00,19.4,,,9,,9,6,4,,,20.8,,23.1,23.7,24.5,24.6
259,강진군,2021-10-03 1:00,18.8,,,9,,9,5,4,,,20.4,,22.8,23.4,24.4,24.6
259,강진군,2021-10-03 2:00,18.5,,,9,,9,8,4,,,20.4,,22.5,23.1,24.3,24.5
259,강진군,2021-10-03 3:00,18.7,,,9,,9,7,4,,,20.8,,22.4,22.9,24.1,24.5
259,강진군,2021-10-03 4:00,18.3,,,9,,9,7,4,,,20.9,,22.4,22.9,24,24.4
259,강진군,2021-10-03 5:00,18.3,,,9,,9,8,4,,,20.9,,22.3,22.9,23.9,24.4
259,강진군,2021-10-03 6:00,18,,,9,,9,8,4,,,20.9,,22.3,22.8,23.8,24.3
259,강진군,2021-10-03 7:00,18.2,,0,,0.02,,8,4,,,20.9,,22.2,22.7,23.8,24.2
259,강진군,2021-10-03 8:00,18.8,,0,,0.24,,,,,,21.8,,22.1,22.7,23.7,24.2
259,강진군,2021-10-03 9:00,20.6,,0,,0.7,,,,,,23.3,,22.5,22.9,23.7,24.1
259,강진군,2021-10-03 10:00,23.8,,0.9,,1.68,,,,,,26.9,,22.8,23.4,23.6,24.1
259,강진군,2021-10-03 11:00,25.9,,0.9,,2.28,,0,0,,,30.3,,23.9,24.4,23.7,24.1
259,강진군,2021-10-03 12:00,27,,1,,2.72,,0,0,,,31.1,,25.5,25.6,23.9,24.1
259,강진군,2021-10-03 13:00,28.5,,1,,2.8,,2,2,,,32.2,,26.8,26.7,24.1,24.1
259,강진군,2021-10-03 14:00,28.5,,1,,2.59,,1,1,,,31.3,,27.6,27.4,24.4,24.1
259,강진군,2021-10-03 15:00,28.6,,1,,2.33,,0,0,,,30,,28,27.8,24.7,24.2
259,강진군,2021-10-03 16:00,27.8,,1,,1.76,,0,0,,,26.2,,28,27.8,24.9,24.3
259,강진군,2021-10-03 17:00,26.7,,1,,1.05,,0,0,,,24.8,,27.4,27.3,25,24.4
259,강진군,2021-10-03 18:00,24.6,,0.7,,0.32,,0,0,,,23.8,,26.4,26.6,25.1,24.5
259,강진군,2021-10-03 19:00,23.7,,0,,0.01,,2,2,,,23,,25.5,25.9,25.1,24.6
259,강진군,2021-10-03 20:00,23,,,9,,9,4,4,,,22.5,,24.8,25.3,25,24.7
259,강진군,2021-10-03 21:00,23,,,9,,9,5,4,,,22.2,,24.3,24.8,24.9,24.7
259,강진군,2021-10-03 22:00,23,,,9,,9,6,4,,,21.9,,23.9,24.5,24.8,24.7
259,강진군,2021-10-03 23:00,23.5,,,9,,9,7,4,,,21.9,,23.7,24.2,24.7,24.7
259,강진군,2021-10-04 0:00,24.1,,,9,,9,7,4,,,21.9,,23.5,24,24.6,24.7
259,강진군,2021-10-04 1:00,24.2,,,9,,9,7,4,,,21.8,,23.4,23.9,24.5,24.7
259,강진군,2021-10-04 2:00,24.5,,,9,,9,1,1,,,21.8,,23.2,23.7,24.4,24.6
259,강진군,2021-10-04 3:00,25,,,9,,9,1,1,,,21.8,,23.2,23.7,24.4,24.6
259,강진군,2021-10-04 4:00,24.9,,,9,,9,9,4,,,21.9,,23.1,23.6,24.3,24.5
259,강진군,2021-10-04 5:00,24.8,,,9,,9,9,4,,,21.7,,23.1,23.6,24.2,24.5
259,강진군,2021-10-04 6:00,24.1,,,9,,9,5,4,,,21.5,,22.9,23.5,24.2,24.5
259,강진군,2021-10-04 7:00,22,,0,,0.03,,5,4,,,21.3,,22.8,23.3,24.1,24.4
259,강진군,2021-10-04 8:00,25,,0.5,,0.42,,7,4,,,22.6,,22.8,23.3,24.1,24.4
259,강진군,2021-10-04 9:00,27.5,,0.9,,1.12,,5,4,,,25.5,,23,23.5,24,24.4
259,강진군,2021-10-04 10:00,28.5,,1,,1.72,,6,4,,,29.1,,23.6,24.2,24,24.3
259,강진군,2021-10-04 11:00,28.5,,1,,2.44,,6,4,,,31.4,,24.6,25.2,24.1,24.3
259,강진군,2021-10-04 12:00,28.2,,0.7,,2.39,,8,4,,,29.7,,25.9,26.3,24.3,24.3
259,강진군,2021-10-04 13:00,29.2,,0.8,,2.5,,3,3,,,32.8,,26.7,26.9,24.6,24.4
259,강진군,2021-10-04 14:00,29.9,,1,,2.79,,1,1,,,33.3,,27.8,27.8,24.8,24.4
259,강진군,2021-10-04 15:00,30.2,,1,,2.36,,0,0,,,31.5,,28.3,28.3,25.1,24.5
259,강진군,2021-10-04 16:00,28.9,,1,,1.69,,2,2,,,28,,28.2,28.3,25.3,24.6
259,강진군,2021-10-04 17:00,27.1,,0.5,,0.74,,7,4,,,26.5,,27.5,27.8,25.5,24.8
259,강진군,2021-10-04 18:00,26.2,,0.3,,0.26,,8,4,,,25.6,,26.7,27.2,25.6,24.9
259,강진군,2021-10-04 19:00,24.1,,0,,0.02,,7,4,,,24.3,,26,26.6,25.6,25
259,강진군,2021-10-04 20:00,22.8,,,9,,9,3,3,,,23.5,,25.3,26,25.5,25
259,강진군,2021-10-04 21:00,21.8,,,9,,9,0,0,,,22.8,,24.8,25.4,25.4,25.1
259,강진군,2021-10-04 22:00,21.3,,,9,,9,0,0,,,22.2,,24.3,25,25.3,25.1
259,강진군,2021-10-04 23:00,21,,,9,,9,0,0,,,21.8,,23.9,24.6,25.2,25.1
259,강진군,2021-10-05 0:00,20.5,,,9,,9,0,0,,,21.3,,23.6,24.2,25.1,25.1
259,강진군,2021-10-05 1:00,19.8,,,9,,9,3,3,,,20.9,,23.2,23.9,24.9,25
259,강진군,2021-10-05 2:00,19.3,,,9,,9,2,2,,,20.5,,22.9,23.6,24.8,25
259,강진군,2021-10-05 3:00,18.7,,,9,,9,1,1,,,20.2,,22.6,23.3,24.6,24.9
259,강진군,2021-10-05 4:00,18.7,,,9,,9,3,3,,,20.5,,22.4,23.1,24.5,24.8
259,강진군,2021-10-05 5:00,18.7,,,9,,9,0,0,,,20,,22.3,22.9,24.3,24.8
259,강진군,2021-10-05 6:00,18.5,,,9,,9,0,0,,,20,,22.2,22.8,24.2,24.7
259,강진군,2021-10-05 7:00,18.3,,0,,0.02,,2,2,,,20.3,,22.1,22.7,24.1,24.6
259,강진군,2021-10-05 8:00,19.1,,0,,0.27,,0,0,,,21.5,,22.2,22.7,24,24.5
259,강진군,2021-10-05 9:00,22,,0.2,,0.81,,0,0,,,23.8,,22.4,22.9,23.9,24.5
259,강진군,2021-10-05 10:00,25.4,,1,,1.56,,1,1,,,27.8,,22.9,23.6,23.9,24.4
259,강진군,2021-10-05 11:00,27.4,,1,,2.38,,3,3,,,31.2,,24.1,24.7,24,24.4
259,강진군,2021-10-05 12:00,29,,1,,2.81,,6,4,,,32.9,,25.8,26,24.1,24.3
259,강진군,2021-10-05 13:00,29.5,,1,,2.87,,6,4,,,33.6,,27.1,27.1,24.4,24.4
259,강진군,2021-10-05 14:00,29.3,,0.9,,2.43,,5,4,,,32.3,,27.8,27.9,24.7,24.4
259,강진군,2021-10-05 15:00,28.6,,0.6,,1.62,,1,1,,,29.8,,27.8,28.1,25,24.5
259,강진군,2021-10-05 16:00,28,,0.4,,1.01,,4,4,,,27.7,,27.5,27.8,25.2,24.6
259,강진군,2021-10-05 17:00,27.6,,0.6,,0.77,,4,4,,,26.8,,27.1,27.4,25.4,24.8
259,강진군,2021-10-05 18:00,26.6,,0.2,,0.21,,4,4,,,25.4,,26.4,26.9,25.5,24.9
259,강진군,2021-10-05 19:00,24.3,,0,,0.01,,2,2,,,24.5,,25.8,26.4,25.5,24.9
259,강진군,2021-10-05 20:00,23.2,,,9,,9,0,0,,,23.7,,25.2,25.9,25.4,25
259,강진군,2021-10-05 21:00,22.4,,,9,,9,0,0,,,23,,24.8,25.4,25.4,25
259,강진군,2021-10-05 22:00,21.5,,,9,,9,0,0,,,22.5,,24.3,25,25.3,25.1
259,강진군,2021-10-05 23:00,20.9,,,9,,9,0,0,,,22,,23.9,24.6,25.2,25.1
259,강진군,2021-10-06 0:00,20.3,,,9,,9,0,0,,,21.5,,23.6,24.2,25,25
259,강진군,2021-10-06 1:00,19.7,,,9,,9,0,0,,,21.1,,23.3,23.9,24.9,25
259,강진군,2021-10-06 2:00,19.3,,,9,,9,0,0,,,20.8,,23,23.6,24.8,25
259,강진군,2021-10-06 3:00,18.9,,,9,,9,0,0,,,20.5,,22.7,23.4,24.6,24.9
259,강진군,2021-10-06 4:00,18.6,,,9,,9,0,0,,,20.3,,22.5,23.1,24.5,24.8
259,강진군,2021-10-06 5:00,18.1,,,9,,9,1,1,,,20.2,,22.3,22.9,24.4,24.8
259,강진군,2021-10-06 6:00,17.8,,,9,,9,1,1,,,20.3,,22.2,22.8,24.2,24.7
259,강진군,2021-10-06 7:00,17.9,,0,,0.02,,1,1,,,20.4,,22.1,22.7,24.1,24.6
259,강진군,2021-10-06 8:00,20.3,,0.7,,0.4,,0,0,,,20.9,,22.1,22.7,24,24.6
259,강진군,2021-10-06 9:00,23.4,,1,,1.15,,1,1,,,23.3,,22.3,22.8,23.9,24.5
259,강진군,2021-10-06 10:00,25.9,,1,,1.73,,0,0,,,27.4,,22.8,23.5,23.9,24.4
259,강진군,2021-10-06 11:00,27.3,,1,,2.44,,3,3,,,30.1,,24.1,24.6,24,24.4
259,강진군,2021-10-06 12:00,26.9,,0.6,,1.67,,6,4,,,27.8,,25.1,25.6,24.1,24.4
259,강진군,2021-10-06 13:00,28,,1,,2.97,,6,4,,,32.7,,26.6,26.4,24.4,24.4
259,강진군,2021-10-06 14:00,29.1,,1,,2.84,,4,4,,,31.8,,27.8,27.5,24.6,24.4
259,강진군,2021-10-06 15:00,28.9,,0.9,,2.18,,3,3,,,31.3,,28.2,28.1,24.9,24.5
259,강진군,2021-10-06 16:00,27.8,,1,,1.72,,4,4,,,27.7,,28.2,28.1,25.1,24.6
259,강진군,2021-10-06 17:00,26.3,,1,,1.02,,3,3,,,25.8,,27.6,27.7,25.3,24.7
259,강진군,2021-10-06 18:00,24.6,,0.7,,0.27,,3,3,,,24.5,,26.5,26.9,25.4,24.8
259,강진군,2021-10-06 19:00,22.7,,0,,0.01,,0,0,,,23.5,,25.6,26.2,25.4,24.9
259,강진군,2021-10-06 20:00,21.7,,,9,,9,5,4,,,22.7,,24.9,25.5,25.3,25
259,강진군,2021-10-06 21:00,20.7,,,9,,9,0,0,,,22.1,,24.4,25,25.2,25
259,강진군,2021-10-06 22:00,20.1,,,9,,9,4,4,,,21.6,,23.9,24.6,25.1,25
259,강진군,2021-10-06 23:00,19.5,,,9,,9,0,0,,,21.2,,23.5,24.2,25,25
259,강진군,2021-10-07 0:00,19,,,9,,9,0,0,,,20.7,,23.2,23.8,24.9,25
259,강진군,2021-10-07 1:00,18.8,,,9,,9,0,0,,,20.3,,22.8,23.5,24.7,24.9
259,강진군,2021-10-07 2:00,18.7,,,9,,9,2,2,,,20.3,,22.5,23.2,24.6,24.9
259,강진군,2021-10-07 3:00,18.3,,,9,,9,7,4,,,20.4,,22.4,23,24.4,24.8
259,강진군,2021-10-07 4:00,17.9,,,9,,9,6,4,,,20.3,,22.3,22.9,24.3,24.7
259,강진군,2021-10-07 5:00,18,,,9,,9,1,1,,,20.7,,22.2,22.8,24.2,24.7
259,강진군,2021-10-07 6:00,17.7,,,9,,9,7,4,,,20.6,,22.2,22.8,24.1,24.6
259,강진군,2021-10-07 7:00,17.6,,0,,0.01,,3,3,,,20.4,,22.1,22.7,24,24.5
259,강진군,2021-10-07 8:00,18.3,,0,,0.28,,0,0,,,21.5,,22.1,22.7,23.9,24.5
259,강진군,2021-10-07 9:00,21.3,,0.6,,0.88,,2,2,,,23.1,,22.3,22.9,23.8,24.4
259,강진군,2021-10-07 10:00,24.5,,0.7,,1.46,,7,4,,,26.2,,22.9,23.5,23.8,24.3
259,강진군,2021-10-07 11:00,26,,0.6,,2.02,,4,4,,,29.8,,24,24.4,23.9,24.3
259,강진군,2021-10-07 12:00,27.2,,1,,2.75,,6,4,,,32,,25.4,25.5,24,24.3
259,강진군,2021-10-07 13:00,26.8,,0.6,,2.1,,10,4,,,29,,26.2,26.4,24.3,24.3
259,강진군,2021-10-07 14:00,26.5,,0.1,,0.96,,9,4,,,28.2,,25.7,26.3,24.5,24.4
259,강진군,2021-10-07 15:00,24.8,,0.2,,0.76,,9,4,,,26.2,,25.8,26.3,24.7,24.4
259,강진군,2021-10-07 16:00,24.5,,0,,0.39,,7,4,,,25.8,,25.4,25.9,24.8,24.5
259,강진군,2021-10-07 17:00,25.1,,0,,0.33,,9,4,,,25.2,,25.1,25.7,24.9,24.6
259,강진군,2021-10-07 18:00,23.9,,0.1,,0.12,,9,4,,,24.1,,24.8,25.4,24.9,24.7
259,강진군,2021-10-07 19:00,22.5,,0,,0,,8,4,,,23.2,,24.4,25.1,24.9,24.7
259,강진군,2021-10-07 20:00,21.7,,,9,,9,8,4,,,22.7,,24.1,24.7,24.8,24.7
259,강진군,2021-10-07 21:00,21.2,,,9,,9,8,4,,,22.1,,23.8,24.4,24.8,24.7
259,강진군,2021-10-07 22:00,20.3,,,9,,9,5,4,,,21.7,,23.5,24.1,24.7,24.7
259,강진군,2021-10-07 23:00,20.4,,,9,,9,7,4,,,21.7,,23.3,23.9,24.6,24.7
259,강진군,2021-10-08 0:00,20.4,,,9,,9,8,4,,,21.5,,23.1,23.7,24.5,24.7
259,강진군,2021-10-08 1:00,20.1,,,9,,9,8,4,,,21.4,,22.9,23.6,24.4,24.7
259,강진군,2021-10-08 2:00,19.8,,,9,,9,8,4,,,21.1,,22.8,23.4,24.3,24.6
259,강진군,2021-10-08 3:00,19.3,,,9,,9,8,4,,,20.9,,22.6,23.3,24.2,24.6
259,강진군,2021-10-08 4:00,19.7,,,9,,9,9,4,,,20.9,,22.5,23.1,24.2,24.5
259,강진군,2021-10-08 5:00,19.8,,,9,,9,10,4,,,21,,22.5,23.1,24.1,24.5
259,강진군,2021-10-08 6:00,19.9,,,9,,9,10,4,,,21.1,,22.4,23,24,24.4
259,강진군,2021-10-08 7:00,19.8,,0,,0.01,,2,2,,,21,,22.4,23,23.9,24.4
259,강진군,2021-10-08 8:00,20.6,,0.1,,0.18,,8,4,,,21.4,,22.4,22.9,23.9,24.3
259,강진군,2021-10-08 9:00,22.5,,1,,1,,6,4,,,23.8,,22.5,23.1,23.8,24.3
259,강진군,2021-10-08 10:00,25.2,,0.2,,1.28,,9,4,,,26.9,,23.1,23.6,23.8,24.3
259,강진군,2021-10-08 11:00,26.1,,0.6,,2.17,,9,4,,,28.3,,24.4,24.6,23.9,24.2
259,강진군,2021-10-08 12:00,27,,0.5,,1.9,,8,4,,,29.6,,25.2,25.4,24,24.2
259,강진군,2021-10-08 13:00,27.8,,0.6,,2.45,,9,4,,,30.4,,26.2,26.1,24.2,24.2
259,강진군,2021-10-08 14:00,26.8,,0,,1.2,,9,4,,,28.5,,26.2,26.5,24.4,24.3
259,강진군,2021-10-08 15:00,27,,0.4,,1.51,,8,4,,,28.3,,26.5,26.6,24.6,24.4
259,강진군,2021-10-08 16:00,27,,0.4,,0.85,,8,4,,,26.5,,26.3,26.5,24.8,24.4
259,강진군,2021-10-08 17:00,26.5,,0.3,,0.61,,8,4,,,25.3,,25.9,26.3,24.9,24.5
259,강진군,2021-10-08 18:00,24.7,,0.3,,0.2,,7,4,,,24.2,,25.4,25.9,24.9,24.6
259,강진군,2021-10-08 19:00,22.7,,0,,0,,7,4,,,23.2,,24.8,25.4,24.9,24.7
259,강진군,2021-10-08 20:00,21.5,,,9,,9,4,4,,,22.6,,24.3,24.9,24.9,24.7
259,강진군,2021-10-08 21:00,21.2,,,9,,9,5,4,,,22.1,,23.9,24.6,24.8,24.7
259,강진군,2021-10-08 22:00,21.1,,,9,,9,8,4,,,22,,23.6,24.3,24.8,24.7
259,강진군,2021-10-08 23:00,21.4,,,9,,9,7,4,,,21.7,,23.4,24,24.7,24.7
259,강진군,2021-10-09 0:00,21.2,,,9,,9,7,4,,,21.4,,23.2,23.8,24.6,24.7
259,강진군,2021-10-09 1:00,21.5,,,9,,9,6,4,,,21.1,,23,23.6,24.5,24.7
259,강진군,2021-10-09 2:00,21.3,,,9,,9,6,4,,,20.9,,22.8,23.4,24.4,24.6
259,강진군,2021-10-09 3:00,20.9,,,9,,9,6,4,,,20.7,,22.6,23.2,24.3,24.6
259,강진군,2021-10-09 4:00,21.1,,,9,,9,6,4,,,20.5,,22.4,23.1,24.2,24.5
259,강진군,2021-10-09 5:00,21.2,,,9,,9,5,4,,,20.3,,22.3,22.9,24.1,24.5
259,강진군,2021-10-09 6:00,20,,,9,,9,5,4,,,20.2,,22.1,22.8,24,24.4
259,강진군,2021-10-09 7:00,20.4,,0,,0.01,,8,4,,,20.5,,22.1,22.7,23.9,24.4
259,강진군,2021-10-09 8:00,22.6,,0.6,,0.35,,1,1,,,21.3,,22.1,22.7,23.8,24.3
259,강진군,2021-10-09 9:00,24.4,,1,,1.03,,1,1,,,23.3,,22.3,22.9,23.8,24.3
259,강진군,2021-10-09 10:00,25.9,,1,,1.64,,2,2,,,26.1,,22.9,23.5,23.7,24.2
259,강진군,2021-10-09 11:00,27.4,,1,,2.35,,4,4,,,28.8,,24.1,24.4,23.8,24.2
259,강진군,2021-10-09 12:00,27.6,,1,,2.55,,4,4,,,30.1,,25.4,25.4,23.9,24.2
259,강진군,2021-10-09 13:00,28.4,,1,,2.7,,3,3,,,30.9,,26.6,26.3,24.2,24.2
259,강진군,2021-10-09 14:00,27.9,,0.5,,1.53,,5,4,,,27.6,,26.7,26.7,24.4,24.2
259,강진군,2021-10-09 15:00,28.6,,0.2,,1.02,,6,4,,,26.8,,26.3,26.5,24.6,24.3
259,강진군,2021-10-09 16:00,28.4,,0.7,,1.2,,5,4,,,25.7,,26.4,26.4,24.7,24.4
259,강진군,2021-10-09 17:00,27.3,,0.8,,0.81,,4,4,,,25.1,,26.2,26.2,24.8,24.5
259,강진군,2021-10-09 18:00,25.6,,0,,0.15,,1,1,,,24.7,,25.6,25.9,24.9,24.5
259,강진군,2021-10-09 19:00,23.9,,0,,0,,6,4,,,23.7,,25.1,25.5,24.9,24.6
259,강진군,2021-10-09 20:00,23.3,,,9,,9,6,4,,,23,,24.6,25.1,24.9,24.7
259,강진군,2021-10-09 21:00,22.7,,,9,,9,7,4,,,22.9,,24.2,24.8,24.8,24.7
259,강진군,2021-10-09 22:00,22,,,9,,9,6,4,,,22.4,,23.9,24.5,24.7,24.7
259,강진군,2021-10-09 23:00,21.4,,,9,,9,6,4,,,22,,23.6,24.2,24.7,24.7
259,강진군,2021-10-10 0:00,21,,,9,,9,5,4,,,21.7,,23.3,24,24.6,24.7
259,강진군,2021-10-10 1:00,20.8,,,9,,9,3,3,,,21.4,,23.1,23.8,24.5,24.6
259,강진군,2021-10-10 2:00,20.7,,,9,,9,3,3,,,21.2,,22.9,23.6,24.4,24.6
259,강진군,2021-10-10 3:00,20.5,,,9,,9,4,4,,,21.1,,22.8,23.4,24.3,24.6
259,강진군,2021-10-10 4:00,20.4,,,9,,9,3,3,,,20.9,,22.6,23.2,24.2,24.5
259,강진군,2021-10-10 5:00,20,,,9,,9,3,3,,,20.6,,22.4,23.1,24.1,24.5
259,강진군,2021-10-10 6:00,19.7,,,9,,9,6,4,,,20.4,,22.2,22.9,24.1,24.4
259,강진군,2021-10-10 7:00,19.8,,0,,0.01,,3,3,,,20.4,,22.1,22.8,24,24.4
259,강진군,2021-10-10 8:00,22,,0.7,,0.36,,3,3,,,21.5,,22.1,22.7,23.9,24.3
259,강진군,2021-10-10 9:00,24.6,,0.6,,0.95,,7,4,,,24.3,,22.5,23,23.8,24.3
259,강진군,2021-10-10 10:00,25.7,,0.2,,1.18,,9,4,,,26.8,,23.3,23.7,23.8,24.2
259,강진군,2021-10-10 11:00,26.8,,0.4,,1.78,,8,4,,,28.4,,24.4,24.6,23.8,24.2
259,강진군,2021-10-10 12:00,27.9,,0.3,,1.99,,9,4,,,29.9,,25.4,25.4,24,24.2
259,강진군,2021-10-10 13:00,28.5,,0.4,,2.1,,9,4,,,30.1,,26.3,26.3,24.2,24.2
259,강진군,2021-10-10 14:00,27.8,,0,,1.14,,9,4,,,28.9,,26.2,26.5,24.4,24.3
259,강진군,2021-10-10 15:00,25.4,,0,,0.69,,7,4,,,27.6,,26,26.5,24.6,24.3
259,강진군,2021-10-10 16:00,25,,0,,0.24,,8,4,,,26.6,,25.6,26.2,24.8,24.4
259,강진군,2021-10-10 17:00,25,,0,,0.17,,6,4,,,25.8,,25.4,26,24.8,24.5
259,강진군,2021-10-10 18:00,22.4,,0,,0.04,,7,4,,,24.2,,24.8,25.5,24.9,24.6
259,강진군,2021-10-10 19:00,22.6,,0,,0,,10,4,,,23.9,,24.5,25.2,24.9,24.6
259,강진군,2021-10-10 20:00,22.6,,,9,,9,8,4,,,23.5,,24.3,24.9,24.8,24.7
259,강진군,2021-10-10 21:00,22.4,,,9,,9,8,4,,,23.2,,24.1,24.7,24.8,24.7
259,강진군,2021-10-10 22:00,22.2,,,9,,9,8,4,,,22.9,,23.9,24.5,24.7,24.7
259,강진군,2021-10-10 23:00,22.2,,,9,,9,6,4,,,23,,23.7,24.3,24.6,24.7
259,강진군,2021-10-11 0:00,22.8,,,9,,9,8,4,,,23,,23.6,24.2,24.6,24.7
259,강진군,2021-10-11 1:00,21.9,,,9,,9,9,4,,,22.7,,23.6,24.1,24.5,24.6
259,강진군,2021-10-11 2:00,20.1,,,9,,9,10,4,,,22.1,,23.4,24,24.5,24.6
259,강진군,2021-10-11 3:00,19.5,,,9,,9,8,4,,,21.5,,23,23.7,24.4,24.6
259,강진군,2021-10-11 4:00,18.8,,,9,,9,10,4,,,20.8,,22.8,23.5,24.3,24.6
259,강진군,2021-10-11 5:00,17.9,,,9,,9,10,4,,,20.2,,22.5,23.2,24.2,24.5
259,강진군,2021-10-11 6:00,16.9,,,9,,9,9,4,,,19.6,,22.2,22.9,24.1,24.5
259,강진군,2021-10-11 7:00,16.7,,0,,0.01,,9,4,,,19.3,,21.9,22.6,24,24.5
259,강진군,2021-10-11 8:00,16.8,,0,,0.18,,9,4,,,19.8,,21.8,22.4,23.9,24.4
